date,region,channel,sku,category,segment,qty,unit_price,discount_rate,unit_cost,revenue,tavg,tmax,tmin,precipitation,spend,clicks_mkt,impr_mkt,section,slot_rank,impr_merch,clicks_merch,campaign,platform,is_event,stock_on_hand,lead_time_days
2025-01-19,SEOUL,app,SKU-003,Inner,NEW,11,44000,0.05,26400,459800,2.3,4.8,0.6,0,0,193,9944,MAIN,2,1677,19,AlwaysOn,meta,0,174,14
2025-01-19,BUSAN,web,SKU-004,Inner,NEW,12,51000,0.05,32640,581400,4.5,7.5,3.0,0,0,193,9694,MAIN,2,1774,18,AlwaysOn,google,0,169,7
2025-01-19,SEOUL,app,SKU-005,Kids,RETURN,9,30000,0.05,20400,256500,3.1,6.5,0.8,0,0,213,9417,MAIN,2,1875,16,AlwaysOn,meta,0,263,7
2025-01-19,BUSAN,web,SKU-006,Kids,NEW,11,37000,0.05,19240,386650,4.1,7.0,2.3,0,0,212,10070,MAIN,2,1814,16,AlwaysOn,google,0,262,14
2025-01-19,SEOUL,app,SKU-007,Shoes,VIP,9,44000,0.05,24640,376200,3.9,7.5,1.5,0,0,207,10613,MAIN,2,1805,15,AlwaysOn,meta,0,176,7
2025-01-19,BUSAN,web,SKU-008,Acc,NEW,7,51000,0.05,30600,339150,5.3,8.5,3.3,0,0,200,9919,MAIN,2,1882,14,AlwaysOn,google,0,189,5
2025-01-20,BUSAN,app,SKU-001,Outer,RETURN,4,30000,0.03,15600,116400,4.7,7.6,2.4,0,0,176,9590,MAIN,3,1473,12,AlwaysOn,meta,0,164,14
2025-01-20,SEOUL,web,SKU-002,Outer,RETURN,8,37000,0.03,20720,287120,2.2,4.8,-0.2,0,0,189,9476,MAIN,3,1360,12,AlwaysOn,google,0,245,14
2025-01-20,BUSAN,web,SKU-003,Inner,VIP,13,44000,0.03,26400,554840,5.4,8.9,3.8,0,0,180,9712,MAIN,3,1462,14,AlwaysOn,google,0,161,14
2025-01-20,SEOUL,app,SKU-004,Inner,RETURN,11,51000,0.03,32640,544170,2.7,5.6,0.7,0,0,178,9643,MAIN,3,1357,3,AlwaysOn,meta,0,158,7
2025-01-20,BUSAN,web,SKU-005,Kids,RETURN,11,30000,0.03,20400,320100,4.6,7.5,2.9,0,0,189,10113,MAIN,3,1559,10,AlwaysOn,google,0,252,7
2025-01-20,SEOUL,app,SKU-006,Kids,VIP,10,37000,0.03,19240,358900,2.7,5.3,1.1,0,0,176,9555,MAIN,3,1449,14,AlwaysOn,meta,0,252,14
2025-01-20,BUSAN,web,SKU-007,Shoes,NEW,9,44000,0.03,24640,384120,4.3,7.6,2.4,0,0,224,10343,MAIN,3,1632,9,AlwaysOn,google,0,167,7
2025-01-20,SEOUL,app,SKU-008,Acc,VIP,10,51000,0.03,30600,494700,2.4,5.4,-0.2,0,0,222,10539,MAIN,3,1467,4,AlwaysOn,meta,0,179,5
2025-01-21,SEOUL,web,SKU-001,Outer,NEW,5,30000,0.12,15600,132000,1.8,5.0,0.1,0,35000,259,12021,MAIN,1,2166,30,PromoPush,google,1,159,14
2025-01-21,BUSAN,app,SKU-002,Outer,NEW,7,37000,0.12,20720,227920,4.6,7.9,2.4,0,25000,246,11814,MAIN,1,2211,29,PromoPush,meta,1,238,14
2025-01-21,SEOUL,app,SKU-003,Inner,NEW,18,44000,0.12,26400,696960,2.3,5.1,0.6,0,25000,293,12357,MAIN,1,2308,29,PromoPush,meta,1,143,14
2025-01-21,BUSAN,web,SKU-004,Inner,RETURN,12,51000,0.12,32640,538560,4.0,6.6,2.4,0,35000,255,12214,MAIN,1,2420,27,PromoPush,google,1,146,7
2025-01-21,SEOUL,app,SKU-005,Kids,VIP,11,30000,0.12,20400,290400,2.3,5.2,0.6,0,25000,284,12586,MAIN,1,2259,29,PromoPush,meta,1,241,7
2025-01-21,BUSAN,web,SKU-006,Kids,VIP,19,37000,0.12,19240,618640,4.2,7.4,2.5,0,35000,272,12036,MAIN,1,2214,25,PromoPush,google,1,233,14
2025-01-21,SEOUL,app,SKU-007,Shoes,VIP,13,44000,0.12,24640,503360,1.9,5.3,-0.0,0,25000,297,12388,MAIN,1,2393,26,PromoPush,meta,1,154,7
2025-01-21,BUSAN,web,SKU-008,Acc,VIP,5,51000,0.12,30600,224400,4.4,7.9,2.9,0,35000,283,12848,MAIN,1,2320,22,PromoPush,google,1,174,5
2025-01-22,BUSAN,app,SKU-001,Outer,NEW,8,30000,0.12,15600,211200,4.9,7.6,2.4,0,25000,252,11971,MAIN,1,2202,20,PromoPush,meta,1,151,14
2025-01-22,SEOUL,web,SKU-002,Outer,RETURN,8,37000,0.12,20720,260480,1.4,4.9,-1.2,0,35000,246,11541,MAIN,1,2411,32,PromoPush,google,1,230,14
2025-01-22,BUSAN,web,SKU-003,Inner,NEW,20,44000,0.12,26400,774400,3.5,7.0,1.3,0,35000,256,12170,MAIN,1,2392,33,PromoPush,google,1,123,14
2025-01-22,SEOUL,app,SKU-004,Inner,NEW,16,51000,0.12,32640,718080,2.3,5.2,-0.2,0,25000,260,11533,MAIN,1,2390,23,PromoPush,meta,1,130,7
2025-01-22,BUSAN,web,SKU-005,Kids,VIP,7,30000,0.12,20400,184800,3.3,6.5,0.8,0,35000,243,11573,MAIN,1,2311,26,PromoPush,google,1,234,7
2025-01-22,SEOUL,app,SKU-006,Kids,NEW,16,37000,0.12,19240,520960,2.0,5.5,-0.4,0,25000,276,11530,MAIN,1,2286,21,PromoPush,meta,1,217,14
2025-01-22,BUSAN,web,SKU-007,Shoes,NEW,22,44000,0.12,24640,851840,5.1,7.9,3.5,0,35000,281,12659,MAIN,1,2221,23,PromoPush,google,1,132,7
2025-01-22,SEOUL,app,SKU-008,Acc,RETURN,14,51000,0.12,30600,628320,1.9,5.0,-0.5,0,25000,300,12333,MAIN,1,2418,26,PromoPush,meta,1,160,5
2025-01-23,SEOUL,web,SKU-001,Outer,RETURN,3,30000,0.03,15600,87300,2.1,5.2,0.3,0,0,203,9415,MAIN,3,1646,7,AlwaysOn,google,0,148,14
2025-01-23,BUSAN,app,SKU-002,Outer,RETURN,0,37000,0.03,20720,0,3.5,7.0,1.1,0,0,183,9328,MAIN,3,1613,7,AlwaysOn,meta,0,230,14
2025-01-23,SEOUL,app,SKU-003,Inner,NEW,10,44000,0.03,26400,426800,2.1,4.6,0.3,0,0,200,9956,MAIN,3,1595,9,AlwaysOn,meta,0,113,14
2025-01-23,BUSAN,web,SKU-004,Inner,NEW,9,51000,0.03,32640,445230,2.7,6.1,1.0,0,0,189,10361,MAIN,3,1483,10,AlwaysOn,google,0,121,7
2025-01-23,SEOUL,app,SKU-005,Kids,NEW,9,30000,0.03,20400,261900,2.1,4.8,0.2,0,0,206,10358,MAIN,3,1429,4,AlwaysOn,meta,0,225,7
2025-01-23,BUSAN,web,SKU-006,Kids,NEW,12,37000,0.03,19240,430680,3.3,6.3,1.0,0,0,223,9770,MAIN,3,1548,15,AlwaysOn,google,0,205,14
2025-01-23,SEOUL,app,SKU-007,Shoes,RETURN,9,44000,0.03,24640,384120,2.6,6.0,0.2,0,0,198,10636,MAIN,3,1523,9,AlwaysOn,meta,0,123,7
2025-01-23,BUSAN,web,SKU-008,Acc,RETURN,10,51000,0.03,30600,494700,3.2,6.4,1.4,0,0,197,9397,MAIN,3,1509,8,AlwaysOn,google,0,150,5
2025-01-24,BUSAN,app,SKU-001,Outer,VIP,10,30000,0.03,15600,291000,3.4,6.9,1.1,0,0,196,10430,MAIN,3,1433,4,AlwaysOn,meta,0,138,14
2025-01-24,SEOUL,web,SKU-002,Outer,VIP,4,37000,0.03,20720,143560,0.4,3.8,-1.7,0,0,199,9548,MAIN,3,1515,13,AlwaysOn,google,0,226,14
2025-01-24,BUSAN,web,SKU-003,Inner,NEW,9,44000,0.03,26400,384120,4.2,7.2,2.1,0,0,181,9360,MAIN,3,1524,5,AlwaysOn,google,0,104,14
2025-01-24,SEOUL,app,SKU-004,Inner,NEW,7,51000,0.03,32640,346290,0.6,3.7,-1.8,0,0,203,10282,MAIN,3,1367,15,AlwaysOn,meta,0,114,7
2025-01-24,BUSAN,web,SKU-005,Kids,RETURN,11,30000,0.03,20400,320100,4.0,7.4,1.6,0,0,172,9500,MAIN,3,1427,13,AlwaysOn,google,0,214,7
2025-01-24,SEOUL,app,SKU-006,Kids,NEW,9,37000,0.03,19240,323010,2.3,5.4,0.3,0,0,209,9842,MAIN,3,1475,14,AlwaysOn,meta,0,196,14
2025-01-24,BUSAN,web,SKU-007,Shoes,RETURN,9,44000,0.03,24640,384120,3.3,6.4,0.9,0,0,221,9557,MAIN,3,1580,8,AlwaysOn,google,0,114,7
2025-01-24,SEOUL,app,SKU-008,Acc,RETURN,1,51000,0.03,30600,49470,1.7,4.5,-0.6,0,0,183,9620,MAIN,3,1402,14,AlwaysOn,meta,0,149,5
2025-01-25,SEOUL,web,SKU-001,Outer,VIP,8,30000,0.03,15600,232800,0.6,3.6,-1.0,0,0,224,10159,MAIN,2,1724,12,AlwaysOn,google,0,130,14
2025-01-25,BUSAN,app,SKU-002,Outer,VIP,8,37000,0.03,20720,287120,3.3,6.8,1.3,0,0,210,9745,MAIN,2,1790,13,AlwaysOn,meta,0,218,14
2025-01-25,SEOUL,app,SKU-003,Inner,VIP,14,44000,0.03,26400,597520,1.5,4.9,-0.2,0,0,211,9304,MAIN,2,1660,10,AlwaysOn,meta,0,90,14
2025-01-25,BUSAN,web,SKU-004,Inner,VIP,11,51000,0.03,32640,544170,2.7,6.0,1.2,0,0,193,10316,MAIN,2,1734,20,AlwaysOn,google,0,103,7
2025-01-25,SEOUL,app,SKU-005,Kids,VIP,16,30000,0.03,20400,465600,1.1,3.9,-1.3,0,0,193,9761,MAIN,2,1741,20,AlwaysOn,meta,0,198,7
2025-01-25,BUSAN,web,SKU-006,Kids,NEW,8,37000,0.03,19240,287120,2.9,6.0,0.8,0,0,180,9928,MAIN,2,1790,21,AlwaysOn,google,0,188,14
2025-01-25,SEOUL,app,SKU-007,Shoes,VIP,10,44000,0.03,24640,426800,1.3,4.2,-0.6,0,0,199,9817,MAIN,2,1935,19,AlwaysOn,meta,0,104,7
2025-01-25,BUSAN,web,SKU-008,Acc,NEW,13,51000,0.03,30600,643110,3.0,6.2,1.0,0,0,178,9342,MAIN,2,1863,18,AlwaysOn,google,0,136,5
2025-01-26,BUSAN,app,SKU-001,Outer,NEW,7,30000,0.03,15600,203700,2.7,5.3,0.8,2,0,213,10132,MAIN,3,1588,7,AlwaysOn,meta,0,123,14
2025-01-26,SEOUL,web,SKU-002,Outer,RETURN,7,37000,0.03,20720,251230,1.1,3.9,-0.6,2,0,240,10627,MAIN,3,1617,14,AlwaysOn,google,0,211,14
2025-01-26,BUSAN,web,SKU-003,Inner,RETURN,10,44000,0.03,26400,426800,2.7,5.8,1.1,2,0,206,10030,MAIN,3,1562,5,AlwaysOn,google,0,80,14
2025-01-26,SEOUL,app,SKU-004,Inner,VIP,7,51000,0.03,32640,346290,-0.2,2.6,-2.5,2,0,237,10436,MAIN,3,1578,16,AlwaysOn,meta,0,96,7
2025-01-26,BUSAN,web,SKU-005,Kids,RETURN,10,30000,0.03,20400,291000,1.8,5.3,-0.5,2,0,197,9421,MAIN,3,1620,10,AlwaysOn,google,0,188,7
2025-01-26,SEOUL,app,SKU-006,Kids,NEW,6,37000,0.03,19240,215340,2.0,5.0,0.0,2,0,181,9756,MAIN,3,1527,13,AlwaysOn,meta,0,182,14
2025-01-26,BUSAN,web,SKU-007,Shoes,NEW,13,44000,0.03,24640,554840,3.4,6.0,1.6,2,0,174,9630,MAIN,3,1487,14,AlwaysOn,google,0,91,7
2025-01-26,SEOUL,app,SKU-008,Acc,VIP,3,51000,0.03,30600,148410,0.3,3.6,-1.7,2,0,227,10035,MAIN,3,1455,11,AlwaysOn,meta,0,133,5
2025-01-27,SEOUL,web,SKU-001,Outer,VIP,5,30000,0.03,15600,145500,1.1,4.0,-0.7,1,0,228,10140,MAIN,3,1383,4,AlwaysOn,google,0,118,14
2025-01-27,BUSAN,app,SKU-002,Outer,NEW,8,37000,0.03,20720,287120,2.8,6.2,0.7,1,0,205,9371,MAIN,3,1457,10,AlwaysOn,meta,0,203,14
2025-01-27,SEOUL,app,SKU-003,Inner,RETURN,14,44000,0.03,26400,597520,1.7,5.0,-0.2,1,0,208,9599,MAIN,3,1386,14,AlwaysOn,meta,0,66,14
2025-01-27,BUSAN,web,SKU-004,Inner,NEW,7,51000,0.03,32640,346290,1.6,5.1,-1.0,1,0,204,10557,MAIN,3,1462,7,AlwaysOn,google,0,89,7
2025-01-27,SEOUL,app,SKU-005,Kids,VIP,8,30000,0.03,20400,232800,1.7,5.3,-0.5,1,0,186,9619,MAIN,3,1528,13,AlwaysOn,meta,0,180,7
2025-01-27,BUSAN,web,SKU-006,Kids,RETURN,13,37000,0.03,19240,466570,3.4,6.7,1.5,1,0,223,10516,MAIN,3,1644,13,AlwaysOn,google,0,169,14
2025-01-27,SEOUL,app,SKU-007,Shoes,RETURN,11,44000,0.03,24640,469480,1.2,4.2,-1.2,1,0,183,9474,MAIN,3,1565,10,AlwaysOn,meta,0,80,7
2025-01-27,BUSAN,web,SKU-008,Acc,NEW,7,51000,0.03,30600,346290,3.4,6.8,1.4,1,0,169,9315,MAIN,3,1528,6,AlwaysOn,google,0,126,5
2025-01-28,BUSAN,app,SKU-001,Outer,NEW,11,30000,0.05,15600,313500,3.6,6.9,1.9,0,0,194,9903,MAIN,2,1942,17,AlwaysOn,meta,0,107,14
2025-01-28,SEOUL,web,SKU-002,Outer,NEW,1,37000,0.05,20720,35150,0.9,4.2,-1.6,0,0,181,9824,MAIN,2,1869,23,AlwaysOn,google,0,202,14
2025-01-28,BUSAN,web,SKU-003,Inner,RETURN,14,44000,0.05,26400,585200,2.7,5.6,1.0,0,0,186,9746,MAIN,2,1716,11,AlwaysOn,google,0,52,14
2025-01-28,SEOUL,app,SKU-004,Inner,VIP,10,51000,0.05,32640,484500,0.3,3.2,-2.0,0,0,171,9334,MAIN,2,1891,17,AlwaysOn,meta,0,79,7
2025-01-28,BUSAN,web,SKU-005,Kids,RETURN,10,30000,0.05,20400,285000,2.9,6.0,1.3,0,0,219,10513,MAIN,2,1857,23,AlwaysOn,google,0,170,7
2025-01-28,SEOUL,app,SKU-006,Kids,VIP,9,37000,0.05,19240,316350,1.1,4.6,-1.4,0,0,200,9772,MAIN,2,1876,17,AlwaysOn,meta,0,160,14
2025-01-28,BUSAN,web,SKU-007,Shoes,NEW,10,44000,0.05,24640,418000,2.4,5.1,0.2,0,0,227,9964,MAIN,2,1743,20,AlwaysOn,google,0,70,7
2025-01-28,SEOUL,app,SKU-008,Acc,VIP,7,51000,0.05,30600,339150,0.7,4.1,-1.5,0,0,183,9624,MAIN,2,1800,19,AlwaysOn,meta,0,119,5
2025-01-29,SEOUL,web,SKU-001,Outer,VIP,9,30000,0.02,15600,264600,0.3,3.5,-2.1,0,0,186,9826,MAIN,1,2380,26,AlwaysOn,google,0,98,14
2025-01-29,BUSAN,app,SKU-002,Outer,VIP,12,37000,0.02,20720,435120,2.8,5.8,1.0,0,0,214,9610,MAIN,1,2383,25,AlwaysOn,meta,0,190,14
2025-01-29,SEOUL,app,SKU-003,Inner,NEW,14,44000,0.02,26400,603680,1.3,4.7,-0.4,0,0,230,10485,MAIN,1,2355,23,AlwaysOn,meta,0,38,14
2025-01-29,BUSAN,web,SKU-004,Inner,RETURN,8,51000,0.02,32640,399840,2.1,4.6,-0.2,0,0,206,10612,MAIN,1,2349,32,AlwaysOn,google,0,71,7
2025-01-29,SEOUL,app,SKU-005,Kids,RETURN,9,30000,0.02,20400,264600,0.6,3.9,-1.0,0,0,201,9446,MAIN,1,2325,29,AlwaysOn,meta,0,161,7
2025-01-29,BUSAN,web,SKU-006,Kids,NEW,11,37000,0.02,19240,398860,2.9,6.4,0.7,0,0,187,9860,MAIN,1,2420,25,AlwaysOn,google,0,149,14
2025-01-29,SEOUL,app,SKU-007,Shoes,VIP,15,44000,0.02,24640,646800,0.3,3.4,-1.9,0,0,221,10520,MAIN,1,2395,25,AlwaysOn,meta,0,55,7
2025-01-29,BUSAN,web,SKU-008,Acc,RETURN,9,51000,0.02,30600,449820,2.3,5.9,-0.2,0,0,194,10126,MAIN,1,2240,26,AlwaysOn,google,0,110,5
2025-01-30,BUSAN,app,SKU-001,Outer,NEW,5,30000,0.03,15600,145500,2.3,5.1,0.6,0,0,216,10455,MAIN,3,1546,9,AlwaysOn,meta,0,93,14
2025-01-30,SEOUL,web,SKU-002,Outer,RETURN,6,37000,0.03,20720,215340,0.5,3.4,-1.6,0,0,242,10664,MAIN,3,1450,14,AlwaysOn,google,0,184,14
2025-01-30,BUSAN,web,SKU-003,Inner,NEW,14,44000,0.03,26400,597520,1.9,5.0,0.3,0,0,199,9878,MAIN,3,1493,15,AlwaysOn,google,0,24,14
2025-01-30,SEOUL,app,SKU-004,Inner,RETURN,14,51000,0.03,32640,692580,0.2,3.6,-2.2,0,0,212,10054,MAIN,3,1404,7,AlwaysOn,meta,0,57,7
2025-01-30,BUSAN,web,SKU-005,Kids,VIP,6,30000,0.03,20400,174600,3.1,6.6,0.5,0,0,215,10269,MAIN,3,1625,10,AlwaysOn,google,0,155,7
2025-01-30,SEOUL,app,SKU-006,Kids,NEW,13,37000,0.03,19240,466570,0.4,3.0,-1.5,0,0,232,10264,MAIN,3,1403,4,AlwaysOn,meta,0,136,14
2025-01-30,BUSAN,web,SKU-007,Shoes,VIP,9,44000,0.03,24640,384120,2.0,4.9,-0.3,0,0,203,9748,MAIN,3,1394,4,AlwaysOn,google,0,46,7
2025-01-30,SEOUL,app,SKU-008,Acc,VIP,7,51000,0.03,30600,346290,0.5,3.8,-1.7,0,0,213,9637,MAIN,3,1616,12,AlwaysOn,meta,0,103,5
2025-01-31,SEOUL,web,SKU-001,Outer,RETURN,7,30000,0.03,15600,203700,-0.7,2.8,-3.0,0,0,210,9942,MAIN,2,1926,15,AlwaysOn,google,0,86,14
2025-01-31,BUSAN,app,SKU-002,Outer,RETURN,4,37000,0.03,20720,143560,2.0,5.5,0.1,0,0,222,9664,MAIN,2,1809,17,AlwaysOn,meta,0,180,14
2025-01-31,SEOUL,app,SKU-003,Inner,VIP,6,44000,0.03,26400,256080,1.2,4.6,-1.3,0,0,194,10114,MAIN,2,1904,19,AlwaysOn,meta,0,18,14
2025-01-31,BUSAN,web,SKU-004,Inner,NEW,13,51000,0.03,32640,643110,2.1,5.3,-0.3,0,0,180,9530,MAIN,2,1786,14,AlwaysOn,google,0,44,7
2025-01-31,SEOUL,app,SKU-005,Kids,VIP,8,30000,0.03,20400,232800,1.1,3.6,-0.4,0,0,206,10650,MAIN,2,1894,13,AlwaysOn,meta,0,147,7
2025-01-31,BUSAN,web,SKU-006,Kids,NEW,11,37000,0.03,19240,394790,1.7,4.6,0.1,0,0,202,10106,MAIN,2,1678,12,AlwaysOn,google,0,125,14
2025-01-31,SEOUL,app,SKU-007,Shoes,NEW,10,44000,0.03,24640,426800,0.3,2.9,-1.9,0,0,192,10000,MAIN,2,1948,25,AlwaysOn,meta,0,36,7
2025-01-31,BUSAN,web,SKU-008,Acc,NEW,10,51000,0.03,30600,494700,2.3,5.3,0.5,0,0,217,10028,MAIN,2,1657,19,AlwaysOn,google,0,93,5
2025-02-01,BUSAN,app,SKU-001,Outer,VIP,4,30000,0.03,15600,116400,2.5,5.9,0.9,0,0,202,9497,MAIN,3,1422,12,AlwaysOn,meta,0,82,14
2025-02-01,SEOUL,web,SKU-002,Outer,NEW,5,37000,0.03,20720,179450,0.2,3.6,-1.4,0,0,172,9474,MAIN,3,1373,12,AlwaysOn,google,0,175,14
2025-02-01,BUSAN,web,SKU-003,Inner,RETURN,13,44000,0.03,26400,554840,2.7,6.1,0.4,0,0,186,10162,MAIN,3,1404,4,AlwaysOn,google,0,5,14
2025-02-01,SEOUL,app,SKU-004,Inner,RETURN,5,51000,0.03,32640,247350,0.7,3.6,-1.2,0,0,221,10178,MAIN,3,1525,7,AlwaysOn,meta,0,39,7
2025-02-01,BUSAN,web,SKU-005,Kids,VIP,7,30000,0.03,20400,203700,2.0,5.2,0.1,0,0,213,10285,MAIN,3,1419,15,AlwaysOn,google,0,140,7
2025-02-01,SEOUL,app,SKU-006,Kids,RETURN,8,37000,0.03,19240,287120,1.0,4.3,-0.9,0,0,232,10371,MAIN,3,1607,16,AlwaysOn,meta,0,117,14
2025-02-01,BUSAN,web,SKU-007,Shoes,RETURN,10,44000,0.03,24640,426800,2.5,6.1,0.3,0,0,204,9970,MAIN,3,1413,8,AlwaysOn,google,0,26,7
2025-02-01,SEOUL,app,SKU-008,Acc,VIP,6,51000,0.03,30600,296820,0.8,4.3,-1.1,0,0,212,9759,MAIN,3,1512,11,AlwaysOn,meta,0,87,5
2025-02-02,SEOUL,web,SKU-001,Outer,VIP,4,30000,0.03,15600,116400,0.6,3.7,-1.3,0,0,220,9939,MAIN,3,1516,11,AlwaysOn,google,0,78,14
2025-02-02,BUSAN,app,SKU-002,Outer,VIP,11,37000,0.03,20720,394790,2.2,5.5,-0.1,0,0,224,10367,MAIN,3,1447,4,AlwaysOn,meta,0,164,14
2025-02-02,SEOUL,app,SKU-003,Inner,RETURN,5,44000,0.03,26400,213400,0.8,3.3,-1.1,0,0,208,10381,MAIN,3,1361,8,AlwaysOn,meta,0,0,14
2025-02-02,BUSAN,web,SKU-004,Inner,RETURN,5,51000,0.03,32640,247350,1.0,3.9,-1.1,0,0,178,9607,MAIN,3,1622,6,AlwaysOn,google,0,34,7
2025-02-02,SEOUL,app,SKU-005,Kids,RETURN,8,30000,0.03,20400,232800,-0.5,2.3,-2.6,0,0,204,9916,MAIN,3,1481,11,AlwaysOn,meta,0,132,7
2025-02-02,BUSAN,web,SKU-006,Kids,VIP,8,37000,0.03,19240,287120,2.2,4.8,0.4,0,0,173,9371,MAIN,3,1431,11,AlwaysOn,google,0,109,14
2025-02-02,SEOUL,app,SKU-007,Shoes,NEW,9,44000,0.03,24640,384120,0.6,4.0,-1.3,0,0,200,10615,MAIN,3,1458,6,AlwaysOn,meta,0,17,7
2025-02-02,BUSAN,web,SKU-008,Acc,VIP,7,51000,0.03,30600,346290,1.7,5.2,-0.2,0,0,216,9580,MAIN,3,1594,13,AlwaysOn,google,0,80,5
2025-02-03,BUSAN,app,SKU-001,Outer,VIP,12,30000,0.03,15600,349200,2.7,5.9,0.2,0,0,189,9822,MAIN,2,1881,20,AlwaysOn,meta,0,66,14
2025-02-03,SEOUL,web,SKU-002,Outer,NEW,7,37000,0.03,20720,251230,-0.1,3.5,-2.1,0,0,203,9409,MAIN,2,1788,16,AlwaysOn,google,0,157,14
2025-02-03,BUSAN,web,SKU-003,Inner,RETURN,0,44000,0.03,26400,0,2.4,5.5,0.5,0,0,238,10682,MAIN,2,1733,19,AlwaysOn,google,0,0,14
2025-02-03,SEOUL,app,SKU-004,Inner,VIP,10,51000,0.03,32640,494700,-0.7,2.7,-2.3,0,0,217,10077,MAIN,2,1911,15,AlwaysOn,meta,0,24,7
2025-02-03,BUSAN,web,SKU-005,Kids,NEW,11,30000,0.03,20400,320100,2.5,5.1,0.5,0,0,185,9807,MAIN,2,1704,16,AlwaysOn,google,0,121,7
2025-02-03,SEOUL,app,SKU-006,Kids,RETURN,11,37000,0.03,19240,394790,1.1,4.5,-1.2,0,0,210,10015,MAIN,2,1928,23,AlwaysOn,meta,0,98,14
2025-02-03,BUSAN,web,SKU-007,Shoes,NEW,12,44000,0.03,24640,512160,2.3,5.2,-0.0,0,0,227,9893,MAIN,2,1879,15,AlwaysOn,google,0,5,7
2025-02-03,SEOUL,app,SKU-008,Acc,NEW,8,51000,0.03,30600,395760,-0.9,1.9,-3.4,0,0,207,10350,MAIN,2,1730,14,AlwaysOn,meta,0,72,5
2025-02-04,SEOUL,web,SKU-001,Outer,VIP,5,30000,0.03,15600,145500,0.4,3.4,-1.1,0,0,230,10576,MAIN,3,1481,9,AlwaysOn,google,0,61,14
2025-02-04,BUSAN,app,SKU-002,Outer,NEW,4,37000,0.03,20720,143560,3.4,6.1,1.5,0,0,215,9484,MAIN,3,1361,7,AlwaysOn,meta,0,153,14
2025-02-04,SEOUL,app,SKU-003,Inner,RETURN,0,44000,0.03,26400,0,1.1,4.0,-1.1,0,0,222,10535,MAIN,3,1512,11,AlwaysOn,meta,0,0,14
2025-02-04,BUSAN,web,SKU-004,Inner,VIP,9,51000,0.03,32640,445230,1.4,4.5,-1.0,0,0,203,9766,MAIN,3,1570,14,AlwaysOn,google,0,15,7
2025-02-04,SEOUL,app,SKU-005,Kids,VIP,8,30000,0.03,20400,232800,0.1,3.1,-1.7,0,0,207,10665,MAIN,3,1645,13,AlwaysOn,meta,0,113,7
2025-02-04,BUSAN,web,SKU-006,Kids,RETURN,10,37000,0.03,19240,358900,1.6,4.1,-0.2,0,0,224,10262,MAIN,3,1480,9,AlwaysOn,google,0,88,14
2025-02-04,SEOUL,app,SKU-007,Shoes,RETURN,5,44000,0.03,24640,213400,-0.0,2.7,-2.0,0,0,226,10244,MAIN,3,1468,7,AlwaysOn,meta,0,0,7
2025-02-04,BUSAN,web,SKU-008,Acc,NEW,4,51000,0.03,30600,197880,2.1,5.7,0.1,0,0,201,10486,MAIN,3,1480,12,AlwaysOn,google,0,68,5
2025-02-05,BUSAN,app,SKU-001,Outer,RETURN,8,30000,0.12,15600,211200,2.6,5.8,0.7,0,25000,285,11694,MAIN,1,2160,18,PromoPush,meta,1,53,14
2025-02-05,SEOUL,web,SKU-002,Outer,RETURN,7,37000,0.12,20720,227920,0.3,3.3,-1.3,0,35000,257,11965,MAIN,1,2345,27,PromoPush,google,1,146,14
2025-02-05,BUSAN,web,SKU-003,Inner,NEW,0,44000,0.12,26400,0,3.0,6.3,1.1,0,35000,252,11508,MAIN,1,2264,28,PromoPush,google,1,0,14
2025-02-05,SEOUL,app,SKU-004,Inner,VIP,15,51000,0.12,32640,673200,0.7,4.1,-1.0,0,25000,293,12003,MAIN,1,2163,28,PromoPush,meta,1,0,7
2025-02-05,BUSAN,web,SKU-005,Kids,VIP,15,30000,0.12,20400,396000,0.8,4.0,-1.5,0,35000,307,12632,MAIN,1,2236,20,PromoPush,google,1,98,7
2025-02-05,SEOUL,app,SKU-006,Kids,NEW,7,37000,0.12,19240,227920,0.3,3.0,-1.8,0,25000,283,11947,MAIN,1,2354,25,PromoPush,meta,1,81,14
2025-02-05,BUSAN,web,SKU-007,Shoes,VIP,0,44000,0.12,24640,0,2.1,5.7,-0.4,0,35000,248,11595,MAIN,1,2189,26,PromoPush,google,1,0,7
2025-02-05,SEOUL,app,SKU-008,Acc,NEW,12,51000,0.12,30600,538560,0.9,3.5,-0.8,0,25000,287,12308,MAIN,1,2365,24,PromoPush,meta,1,56,5
2025-02-06,SEOUL,web,SKU-001,Outer,RETURN,7,30000,0.05,15600,199500,0.3,3.3,-1.8,0,0,217,10201,MAIN,2,1812,14,AlwaysOn,google,0,46,14
2025-02-06,BUSAN,app,SKU-002,Outer,VIP,10,37000,0.05,20720,351500,2.7,5.6,0.5,0,0,203,9448,MAIN,2,1706,14,AlwaysOn,meta,0,136,14
2025-02-06,SEOUL,app,SKU-003,Inner,RETURN,0,44000,0.05,26400,0,1.2,4.0,-0.3,0,0,225,10270,MAIN,2,1888,15,AlwaysOn,meta,0,0,14
2025-02-06,BUSAN,web,SKU-004,Inner,RETURN,0,51000,0.05,32640,0,3.2,6.7,1.0,0,0,194,10328,MAIN,2,1766,19,AlwaysOn,google,0,0,7
2025-02-06,SEOUL,app,SKU-005,Kids,NEW,11,30000,0.05,20400,313500,-0.6,2.3,-3.0,0,0,198,9389,MAIN,2,1684,17,AlwaysOn,meta,0,87,7
